2011-05-03T13:35:00,2011-05-03T14:05:30,VSA_OPNAV;40 clear filter images alternating between Vesta and Star field exposure settings
2011-08-27T01:56:13,2011-08-27T03:56:13,VSS_C6_OPNAV;OpNav Images (1x3 limb mosaic)
2011-08-27T04:05:43,2011-08-27T09:26:43,VSS_C6_LIMB_IMAGING_003;Limb imaging with clear image every 5m
2011-08-29T00:30:32,2011-08-29T05:30:32,VSS_C7_NORTH_CUBES;8 VIR VIS+IR cubes with 3 FC images - 3 clear (start/middle/end)  at each cube
2011-08-29T12:55:35,2011-08-29T22:26:35,VSS_C7_PUSH_BROOM;VIR Pushbroom and FC2 clear filter image every 20 m
2011-09-03T18:40:00,2011-09-03T19:20:30,VTH_OPNAV_001;40 clear filter images with alternating short/long exposure settings
2011-09-09T13:20:00,2011-09-09T14:00:30,VTH_OPNAV_002;40 clear filter images with alternating short/long exposure settings
2011-09-17T20:20:00,2011-09-17T21:00:30,VTH_OPNAV_003;40 clear filter images with alternating short/long exposure settings
2011-09-20T18:01:24,2011-09-21T00:32:24,VTH_BONUS_SCIENCE;6 VIR VIS+IR cubes (2 PB| 4 scan) plus nadir clear imaging every 5 minutes
2011-09-25T08:17:56,2011-09-25T15:05:56,VTH_FC1_CHECKOUT;FC1 bi-annual checkout (nadir imaging) with VIR ride-along cubes
2011-09-29T20:30:12,2011-10-06T01:16:34,VSH_C1_NADIR;10 orbits of nadir imaging - FC2: clear + F8/F3/F4/F5 lossless| F2/F6/F7 lossy and VIR: VIS+IR PB cubes
2011-10-06T01:16:34,2011-10-11T05:21:02,VSH_C2_OFFNADIR1;10 orbits of off-nadir (ahead+8| cross+5) imaging - FC2: clear and VIR: VIS+IR PB cubes
2011-10-11T05:21:02,2011-10-16T06:51:28,VSH_C3_OFFNADIR2;10 orbits of off-nadir (ahead-6| cross+2) imaging - FC2: clear and VIR: VIS+IR scan (north) and PB (south) cubes
2011-10-16T06:51:28,2011-10-21T10:06:35,VSH_C4_OFFNADIR3;10 orbits of off-nadir (ahead+5| cross+0) imaging - FC2: clear and VIR: VIS+IR scan (north) and PB (south) cubes
2011-10-21T10:06:35,2011-10-26T12:56:58,VSH_C5_OFFNADIR4;10 orbits of off-nadir (ahead+0| cross-5) imaging - FC2: clear and VIR: VIS+IR scan (north) and PB (south) cubes
2011-10-26T12:56:58,2011-11-02T10:13:12,VSH_C6_NADIR;10 orbits of nadir imaging - FC2: clear + F8/F3/F4/F5 lossless| F2/F6/F7 lossy and VIR: VIS+IR PB cubes
2011-11-08T01:16:00,2011-11-08T01:56:30,VSA_OPNAV_001;40 clear filter images with alternating short/long exposure settings
2011-11-19T01:16:00,2011-11-19T01:56:30,VSA_OPNAV_004;40 clear filter images with alternating short/long exposure settings
2011-11-20T13:16:00,2011-11-20T13:56:30,VSA_OPNAV_005;40 clear filter images with alternating short/long exposure settings
2011-11-23T13:16:00,2011-11-23T13:56:30,VSA_OPNAV_006;40 clear filter images with alternating short/long exposure settings
2011-11-28T01:16:00,2011-11-28T01:56:30,VSA_OPNAV_007;40 clear filter images with alternating short/long exposure settings
2011-12-13T02:24:13,2011-12-17T08:46:35,VSL_CYCLE1;2 orbits of FC2 clear filter (F1) nadir imaging recovering the lost transfer BonusScience activities - compression and 2x2 binning test
2011-12-17T08:46:35,2011-12-24T08:08:12,VSL_CYCLE2;15 orbits| 56 images/orbit of FC2 clear filter (F1) nadir imaging - VIR powered off
2011-12-24T08:08:12,2011-12-31T07:46:17,VSL_CYCLE3;15 orbits| 56 images/orbit of FC2 clear filter (F1) nadir imaging - VIR powered off
2011-12-31T07:46:17,2012-01-07T11:38:48,VSL_CYCLE4;15 orbits| 56 images/orbit of FC2 clear filter (F1) nadir imaging - VIR powered off
2012-01-07T11:38:48,2012-01-14T06:42:19,VSL_CYCLE5;12 orbits| 42 images/orbit of FC2 clear filter (F1) nadir imaging - 7 orbits (2 VIS+IR| 5 VIS-only) VIR full-slit pushbroom cubes
2012-01-14T06:42:19,2012-01-21T10:43:52,VSL_CYCLE6;S/C safing - no FC or VIR data acquired
2012-01-21T10:43:52,2012-01-28T10:04:35,VSL_CYCLE7;12 orbits| 42 images/orbit of FC2 clear filter (F1) nadir imaging - 7 orbits (2 VIS+IR| 5 VIS-only) VIR full-slit pushbroom cubes
2012-01-28T10:04:35,2012-02-04T05:16:44,VSL_CYCLE8;12 orbits| 42 images/orbit of FC2 clear filter (F1) nadir imaging - 7 orbits (2 VIS+IR| 5 VIS-only) VIR full-slit pushbroom cubes
2012-02-04T05:16:44,2012-02-11T09:01:37,VSL_CYCLE9;13 orbits| 10 color F2-F3-F4  2x2 binned (3 clear| normal)| 90(40) images/orbit of FC2 nadir imaging - 4 orbits (2 full slit| 2 quarter slit) VIR VIS-IR pushbroom cubes
2012-02-11T09:01:37,2012-02-18T08:34:25,VSL_CYCLE10;13 orbits| 10 color F2-F3-F4  2x2 binned (3 clear| normal)| 90(40) images/orbit of FC2 nadir imaging - 4 orbits (2 full slit| 2 quarter slit) VIR VIS-IR pushbroom cubes
2012-02-18T08:34:25,2012-02-25T12:34:54,VSL_CYCLE11;13 orbits| 10 color F2-F3-F4  2x2 binned (3 clear| normal)| 90(40) images/orbit of FC2 nadir imaging - 4 orbits (2 full slit| 2 quarter slit) VIR VIS-IR pushbroom cubes
2012-02-25T12:34:54,2012-03-03T07:02:52,VSL_CYCLE12;13 orbits| 10 color F2-F3-F4  2x2 binned (3 clear| normal)| 90(40) images/orbit of FC2 nadir imaging - 4 orbits (2 full slit| 2 quarter slit) VIR VIS-IR pushbroom cubes
2012-03-03T07:02:52,2012-03-10T07:30:00,VSL_CYCLE13;16 orbits| 42 images/orbit of FC2 nadir clear filter (F1) imaging - 4 orbits (2 full slit| 2 quarter slit) VIR VIS-IR pushbroom cubes
2012-03-10T07:00:00,2012-03-17T08:30:00,VSL_CYCLE14;16 orbits| 42 images/orbit of FC2 nadir clear filter (F1) imaging - 4 orbits (2 full slit| 2 quarter slit) VIR VIS-IR pushbroom cubes
2012-03-17T06:00:00,2012-03-24T06:00:00,VSL_CYCLE15;16 orbits| 42 images/orbit of FC2 nadir clear filter (F1) imaging - 4 orbits (2 full slit| 2 quarter slit) VIR VIS-IR pushbroom cubes
2012-03-24T06:00:00,2012-03-31T06:00:00,VSL_CYCLE16;16 orbits| 42 images/orbit of FC2 nadir clear filter (F1) imaging - 4 orbits (2 full slit| 2 quarter slit) VIR VIS-IR pushbroom cubes
2012-03-31T06:00:00,2012-04-07T06:00:00,VSL_CYCLE17;16 orbits| 44 images/orbit of FC2 nadir clear filter (F1) imaging - 4 orbits (2 full slit| 2 quarter slit) VIR VIS-IR pushbroom cubes
2012-04-07T06:00:00,2012-04-14T06:00:00,VSL_CYCLE18;16 orbits| 44 images/orbit of FC2 nadir clear filter (F1) imaging - 4 orbits (2 full slit| 2 quarter slit) VIR VIS-IR pushbroom cubes
2012-04-14T06:00:00,2012-04-21T06:00:00,VSL_CYCLE19;16 orbits| 44 images/orbit of FC2 nadir clear filter (F1) imaging - 4 orbits (2 full slit| 2 quarter slit) VIR VIS-IR pushbroom cubes
2012-04-21T06:00:00,2012-04-28T06:00:00,VSL_CYCLE20;16 orbits| 44 images/orbit of FC2 nadir clear filter (F1) imaging - 4 orbits (2 full slit| 2 quarter slit) VIR VIS-IR pushbroom cubes
2012-04-28T06:00:00,2012-05-05T06:00:00,VSL_CYCLE21;
2012-05-05T06:00:00,2012-05-12T06:00:00,VSL_CYCLE22;
2012-05-12T06:00:00,2012-05-19T06:00:00,VSL_CYCLE23;
2012-05-19T06:00:00,2012-05-26T06:00:00,VSL_CYCLE24;
